product_name,description,manufacturer
Why Don't You Just Die!,"Andrey, a detective and the world's most horrible father, brings together a terrible group of people in his apartment: his resentful actress daughter, an angry thug, and a cheated cop. Each one of them has a reason to want revenge..",ru
The Wild Thornberrys Movie,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",en
Rock Star,"Rock Star tells the story of Chris Cole and a rock band called Steel Dragon. Cole is a photocopier technician by day, and the lead singer of a Steel Dragon tribute band called ""Blood Pollution"" by night.Internal struggles between the Steel Dragon band members culminate with the firing of the lead singer, Bobby Beers and the starting of recruitment sessions to find a new vocalist. Loosely inspired by the true story of the heavy metal band Judas Priest.",en
Stand Up Guys,"After serving 28 years in prison for accidentally killing the son of a crime boss, newly paroled gangster Val reunites with his former partners in crime, Doc and Hirsch, for a night on the town. As the three men revisit old haunts, reflect on their glory days and try to make up for lost time, one wrestles with a terrible quandary: Doc has orders to kill Val, and time is running out for him to figure out a way out of his dilemma.",en
The Grudge 3,"Jake Kimble, the sole survivor of the Chicago massacre, is killed while in solitary confinement. His doctor begins investigating the claims he made about a long-haired woman in white, as a mysterious Japanese woman arrives at his old apartment building to help them get rid of the curse.",en
Adopt a Highway,An ex-felon discovers a live baby left in a dumpster.,en
TEKKEN: Blood Vengeance,"Set in the rich Tekken universe, Tekken: Blood Vengeance 3D follows Xiaoyu Ling, seasoned martial artist and high school student, tasked by the G Corporation to infiltrate an international school in Kyoto to gather information on the mysterious student Shin Kamiya. Before she can make any progress in the investigation, Shin is kidnapped by an unknown assailant. Digging deeper into Shin’s background in an attempt to rescue him, Xiaoyu learns about the frightening underbelly of the Mishima Zaibatsu. Jin Kazama, Kazuya Mishima… and the late Heihachi Mishima’s conspiracy that’s stained with blood.",ja
American Pie Presents: The Book of Love,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.",en
The Cutting Edge: Going for the Gold,Two ice skaters develop a love-hate relationship while dreaming of Olympic glory.,en
The Prom,"Teenager Emma wants to bring her girlfriend Alyssa to her school's big dance. Instead, they're banned from attending as a couple, prompting a cast of Broadway eccentrics to descend on the teen's small-town home to help fight injustice.",en
Alone in Berlin,"Berlin in June of 1940. While Nazi propaganda celebrates the regime’s victory over France, a kitchen-cum-living room in Prenzlauer Berg is filled with grief. Anna and Otto Quangel’s son has been killed at the front. This working class couple had long believed in the ‘Führer’ and followed him willingly, but now they realise that his promises are nothing but lies and deceit. They begin writing postcards as a form of resistance and in a bid to raise awareness: Stop the war machine! Kill Hitler! Putting their lives at risk, they distribute these cards in the entrances of tenement buildings and in stairwells. But the SS and the Gestapo are soon onto them, and even their neighbours pose a threat.",en
Twins,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,en
Hot Pursuit,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,en
The Den,A young woman studying the habits of webcam chat users from the apparent safety of her apartment witnesses a brutal murder online and is quickly immersed in a nightmare in which she and her loved ones are targeted for the same grisly fate as the first victim.,en
Bliss,"In need of creative inspiration, a professionally stagnant and hard-partying Los Angeles artist recklessly indulges in a series of drug binges. As the narcotics fly out of control, so does her newfound and inexplicable, yet unquenchable, craving for blood.",en
The Entity,"Barbara Hershey stars as Carla Moran, a hard-working single mother until the night she is raped in her bedroom by someone - or something - that she cannot see. Despite skeptical psychiatrists, she is repeatedly attacked in her car, in the bath, and in front of her children. Could this be a case of hysteria, a manifestation of childhood sexual trauma, or something even more horrific?",en
